year,energy_mwh,revenue_market_pln,cfd_payment_pln,capacity_rev_pln,balancing_rev_pln,fuel_cost_pln,co2_cost_pln,co2_t,vom_cost_pln,start_cost_pln,cycling_cost_pln,fund_cost_pln,fom_multiplier,capture_price,x_hours_at_min,x_curtailed_mwh,x_price_mean,x_neg_hours,x_avail_mean
2051,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,291,0.9477808219178083
2052,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,291,0.9477808219178083
2053,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,291,0.9800000000000003
2054,2245572.0,1085490655.5173373,0.0,0.0,0.0,51648156.000000015,0.0,0.0,17964576.0,0.0,0.0,38534015.52,1.0,483.3916060216895,0,0.0,280.0,291,0.8994520547945208
2055,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,291,0.9477808219178083
2056,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,291,0.9800000000000003
2057,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,290,0.9477808219178083
2058,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,290,0.9477808219178083
2059,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,290,0.9800000000000003
2060,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,290,0.9477808219178083
2061,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,290,0.9477808219178083
2062,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,290,0.9800000000000003
2063,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,290,0.9477808219178083
2064,2245572.0,1085490655.5173373,0.0,0.0,0.0,51648156.000000015,0.0,0.0,17964576.0,0.0,0.0,38534015.52,1.0,483.3916060216895,0,0.0,280.0,290,0.8994520547945208
2065,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,290,0.9800000000000003
2066,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,290,0.9477808219178083
2067,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,289,0.9477808219178083
2068,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,289,0.9800000000000003
2069,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,289,0.9477808219178083
2070,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,289,0.9477808219178083
2071,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,288,0.9800000000000003
2072,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,288,0.9477808219178083
2073,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,288,0.9477808219178083
2074,2279088.0,1101692008.5847604,0.0,0.0,0.0,52419024.000000015,0.0,0.0,18232704.0,0.0,0.0,39109150.08,1.0,483.39160602168954,0,0.0,280.0,288,0.9128767123287673
2075,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,288,0.9477808219178083
2076,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,288,0.9477808219178083
2077,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,288,0.9800000000000003
2078,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,287,0.9477808219178083
2079,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,287,0.9477808219178083
2080,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,287,0.9800000000000003
2081,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,287,0.9477808219178083
2082,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,287,0.9477808219178083
2083,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,287,0.9800000000000003
2084,2245572.0,1085490655.5173373,0.0,0.0,0.0,51648156.000000015,0.0,0.0,17964576.0,0.0,0.0,38534015.52,1.0,483.3916060216895,0,0.0,280.0,287,0.8994520547945208
2085,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,287,0.9477808219178083
2086,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,287,0.9800000000000003
2087,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,286,0.9477808219178083
2088,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,286,0.9477808219178083
2089,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,285,0.9800000000000003
2090,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,285,0.9477808219178083
2091,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.00000000000006,285,0.9477808219178083
2092,2446668.0000000005,1182698773.921875,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,483.3916060216894,0,0.0,280.0,285,0.9800000000000003
2093,2366229.6,1143815526.56006,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,483.39160602168954,0,0.0,280.0,285,0.9477808219178083
2094,2245572.0,1085490655.5173373,0.0,0.0,0.0,51648156.000000015,0.0,0.0,17964576.0,0.0,0.0,38534015.52,1.0,483.3916060216895,0,0.0,280.0,285,0.8994520547945208
