year,energy_mwh,revenue_market_pln,cfd_payment_pln,capacity_rev_pln,balancing_rev_pln,fuel_cost_pln,co2_cost_pln,co2_t,vom_cost_pln,start_cost_pln,cycling_cost_pln,fund_cost_pln,fom_multiplier,capture_price,x_hours_at_min,x_curtailed_mwh,x_price_mean,x_neg_hours,x_avail_mean
2073,2364434.1,659907877.3186018,527904828.03040177,0.0,0.0,54384228.32872089,0.0,0.0,18915472.8,0.0,0.0,40573689.156,1.0,502.36659391310747,9,1795.5,280.0,288,0.9477808219178083
2074,2277292.5,635276569.3660454,508814204.57637894,0.0,0.0,52379971.52872089,0.0,0.0,18218340.0,0.0,0.0,39078339.3,1.0,502.39078815849274,9,1795.5,280.0,288,0.9128767123287673
2075,2275417.2,660659349.3910857,0.0,0.0,0.0,52441960.390038356,0.0,0.0,18203337.6,0.0,0.0,39046159.152,1.0,290.3464689425243,508,90812.4,280.0,288,0.9477808219178083
2076,2275397.25,660657710.0066645,0.0,0.0,0.0,52441522.383971386,0.0,0.0,18203178.0,0.0,0.0,39045816.81,1.0,290.34829413047083,509,90832.35,280.0,288,0.9477808219178083
2077,2355596.25,687214954.1736238,0.0,0.0,0.0,54286393.14954528,0.0,0.0,18844770.0,0.0,0.0,40422031.65,1.0,291.737157491919,510,91071.75,280.0,288,0.9800000000000003
2078,2275157.8499999996,660644933.7922723,0.0,0.0,0.0,52436309.94954528,0.0,0.0,18201262.799999997,0.0,0.0,39041708.70599999,1.0,290.37323005622335,510,91071.75,280.0,287,0.9477808219178083
2079,2274898.5,660631860.5429835,0.0,0.0,0.0,52430659.5090522,0.0,0.0,18199188.0,0.0,0.0,39037258.26,1.0,290.4005873418016,512,91331.1,280.0,287,0.9477808219178083
2080,2355336.9000000004,687230270.4906955,0.0,0.0,0.0,54280742.709052205,0.0,0.0,18842695.200000003,0.0,0.0,40417581.204,1.0,291.7757839613923,512,91331.1,280.0,287,0.9800000000000003
2081,2274659.1,660619274.7572993,0.0,0.0,0.0,52425447.07462609,0.0,0.0,18197272.8,0.0,0.0,39033150.156,1.0,290.4256179562464,513,91570.5,280.0,287,0.9477808219178083
2082,2274579.3,660614950.2974198,0.0,0.0,0.0,52423699.16213315,0.0,0.0,18196634.4,0.0,0.0,39031780.787999995,1.0,290.433905864447,514,91650.29999999999,280.0,287,0.9477808219178083
2083,2354957.85,687240074.5131829,0.0,0.0,0.0,54272472.45570718,0.0,0.0,18839662.8,0.0,0.0,40411076.706,1.0,291.8269108354457,514,91710.15,280.0,287,0.9800000000000003
2084,2153782.05,627686837.2457998,0.0,0.0,0.0,49645516.54321423,0.0,0.0,17230256.4,0.0,0.0,36958899.978,1.0,291.4347054038266,515,91789.95,280.0,287,0.8994520547945208
2085,2274240.1500000004,660597292.0759791,0.0,0.0,0.0,52416332.11219986,0.0,0.0,18193921.200000003,0.0,0.0,39025960.97400001,1.0,290.4694528746135,515,91989.45,280.0,287,0.9477808219178083
2086,2354678.55,687254918.2393677,0.0,0.0,0.0,54266415.31219985,0.0,0.0,18837428.4,0.0,0.0,40406283.918,1.0,291.8678297890673,515,91989.45,280.0,287,0.9800000000000003
2087,2274120.45,660590785.0125465,0.0,0.0,0.0,52413712.2993479,0.0,0.0,18192963.6,0.0,0.0,39023906.922000006,1.0,290.4818805936803,515,92109.15,280.0,286,0.9477808219178083
2088,2274080.5500000003,660588522.5698156,0.0,0.0,0.0,52412867.59026669,0.0,0.0,18192644.400000002,0.0,0.0,39023222.238000005,1.0,290.48598237640067,515,92149.05,280.0,286,0.9477808219178083
2089,2354518.95,687275730.0106113,0.0,0.0,0.0,54262950.790266685,0.0,0.0,18836151.6,0.0,0.0,40403545.182000004,1.0,291.8964529933434,515,92149.05,280.0,285,0.9800000000000003
2090,2274020.7,660585004.3866383,0.0,0.0,0.0,52411557.683840714,0.0,0.0,18192165.6,0.0,0.0,39022195.212000005,1.0,290.4920805631357,515,92208.9,280.0,285,0.9477808219178083
2091,2273861.1,660577047.7011976,0.0,0.0,0.0,52408093.161907546,0.0,0.0,18190888.8,0.0,0.0,39019456.476,1.0,290.50897071118266,515,92368.5,280.00000000000006,285,0.9477808219178083
2092,2354299.5,687293835.486618,0.0,0.0,0.0,54258176.36190754,0.0,0.0,18834396.0,0.0,0.0,40399779.42,1.0,291.9313517615826,515,92368.5,280.0,285,0.9800000000000003
2093,2273761.35,660571727.6214352,0.0,0.0,0.0,52405938.54640035,0.0,0.0,18190090.8,0.0,0.0,39017744.766,1.0,290.5193755806585,515,92468.25,280.0,285,0.9477808219178083
2094,2153023.95,627476731.8702763,0.0,0.0,0.0,49629065.83390741,0.0,0.0,17224191.6,0.0,0.0,36945890.982,1.0,291.4397361303279,516,92548.05,280.0,285,0.8994520547945208
