year,energy_mwh,revenue_market_pln,cfd_payment_pln,capacity_rev_pln,balancing_rev_pln,fuel_cost_pln,co2_cost_pln,co2_t,vom_cost_pln,start_cost_pln,cycling_cost_pln,fund_cost_pln,fom_multiplier,capture_price,x_hours_at_min,x_curtailed_mwh,x_price_mean,x_neg_hours,x_avail_mean
2035,2371770.0,711531000.0,0.0,0.0,0.0,54550710.0,0.0,0.0,18974160.0,0.0,0.0,40699573.2,1.3,300.0,0,0.0,300.0,299,0.9500000000000002
2036,2293794.0,679791987.0845811,0.0,0.0,0.0,52757262.0,0.0,0.0,18350352.0,0.0,0.0,39361505.04,1.3,296.3613938673574,0,0.0,298.0,298,0.9187671232876714
2037,2293794.0,675219538.2757993,0.0,0.0,0.0,52757262.0,0.0,0.0,18350352.0,0.0,0.0,39361505.04,1.3,294.36799393310787,0,0.0,296.0,297,0.9187671232876714
2038,2446668.0000000005,719320392.0,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,293.99999999999994,0,0.0,294.0,297,0.9800000000000003
2039,2366229.6,687108998.5033367,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,290.3813723331568,0,0.0,292.0,296,0.9477808219178083
2040,2366229.6,682392578.3985918,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,288.38815066745497,0,0.0,290.0,296,0.9477808219178083
2041,2446668.0000000005,707087052.0,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,288.99999999999994,0,0.0,289.0,296,0.9800000000000003
2042,2366229.6,677666175.1184056,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,286.3907099794566,0,0.0,288.0,296,0.9477808219178083
2043,2366229.6,675303078.9343913,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,285.3920342025944,0,0.0,287.0,295,0.9477808219178083
2044,2279088.0,648155826.8895919,0.0,0.0,0.0,52419024.000000015,0.0,0.0,18232704.0,0.0,0.0,39109150.08,1.0,284.3926284942012,0,0.0,286.0,295,0.9128767123287673
2045,2366229.6,670577097.4785196,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,283.39477178314377,0,0.0,285.0,295,0.9477808219178083
2046,2366229.6,668214212.2066624,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,282.3961851405554,0,0.0,284.0,295,0.9477808219178083
2047,2446668.0000000005,692407044.0,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,282.99999999999994,0,0.0,283.0,294,0.9800000000000003
2048,2366229.6,663488652.575105,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,280.3991009896524,0,0.0,281.99999999999994,293,0.9477808219178083
2049,2366229.6,661125978.2154052,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,279.40060348133807,0,0.0,281.0,291,0.9477808219178083
2050,2446668.0000000005,685067040.0,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,279.99999999999994,0,0.0,280.0,291,0.9800000000000003
2051,2366229.6,658753531.5924209,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,278.3979760850008,0,0.0,280.0,291,0.9477808219178083
2052,2366229.6,658743689.0250845,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,278.39381648555343,0,0.0,280.0,291,0.9477808219178083
2053,2446668.0000000005,685067040.0000001,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,280.0,0,0.0,280.0,291,0.9800000000000003
2054,2245572.0,626314894.4858465,0.0,0.0,0.0,51648156.000000015,0.0,0.0,17964576.0,0.0,0.0,38534015.52,1.0,278.91107231736345,0,0.0,280.0,291,0.8994520547945208
2055,2366229.6,658714161.3230748,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,278.38133768721127,0,0.0,280.0,291,0.9477808219178083
2056,2446668.0000000005,685067040.0,0.0,0.0,0.0,56273364.000000015,0.0,0.0,19573344.000000004,0.0,0.0,41984822.88000001,1.0,279.99999999999994,0,0.0,280.0,291,0.9800000000000003
2057,2366229.6,658694476.1884017,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,278.37301848831646,0,0.0,280.0,290,0.9477808219178083
2058,2366229.6,658684633.6210651,0.0,0.0,0.0,54423280.80000001,0.0,0.0,18929836.8,0.0,0.0,40604499.936000004,1.0,278.36885888886906,0,0.0,280.0,290,0.9477808219178083
