year,capex,other_capex,capex_total,energy_mwh,revenue_market,cfd_payment,capacity_rev,balancing_rev,fuel,co2,co2_t,vom,start,cycling,fund,fom,sustaining,property_tax,licence_fee,fixed_other,staff_cost,revenue,opex,ebitda,depreciation_tax,decommissioning,ebit_tax,debt_draw,interest,principal,debt_service,taxable_income,cit,fcf_pretax,fcf_posttax,equity_cf,dscr,local_property_tax_host,local_property_tax_neighbours,local_cit_gmina,local_cit_powiat,local_cit_wojewodztwo,pit_paid_staff,local_pit_gmina,local_pit_powiat,local_pit_wojewodztwo,local_total,state_cit,state_fund_contribution,state_eua_revenue,cfd_cost_to_state,operating
2029,1650.0,920.0,2570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2570.0,-2570.0,-2570.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.063618043478261,0.3038908695652174,0.0,1.3675089130434783,0.0,0.0,0.0,0.0,False
2030,2969.9999999999995,35.99999999999999,3005.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3005.9999999999995,-3005.9999999999995,-3005.9999999999995,,0.0,0.0,0.0,0.0,0.0,0.0,1.9145124782608691,0.5470035652173911,0.0,2.46151604347826,0.0,0.0,0.0,0.0,False
2031,3795.0,46.0,3841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3841.0,-3841.0,-3841.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.4463215,0.6989489999999999,0.0,3.1452704999999996,0.0,0.0,0.0,0.0,False
2032,3684.9999999999995,44.66666666666666,3729.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3729.666666666666,-3729.666666666666,-3729.666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,2.375413630434782,0.678689608695652,0.0,3.054103239130434,0.0,0.0,0.0,0.0,False
2033,2750.0,33.33333333333333,2783.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2783.3333333333335,-2783.3333333333335,-2783.3333333333335,,0.0,0.0,0.0,0.0,0.0,0.0,1.772696739130435,0.5064847826086957,0.0,2.2791815217391305,0.0,0.0,0.0,0.0,False
2034,1650.0000000000016,720.0,2370.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2370.000000000002,-2370.000000000002,-2370.000000000002,,0.0,0.0,0.0,0.0,0.0,0.0,1.0636180434782618,0.3038908695652176,0.0,1.3675089130434794,0.0,0.0,0.0,0.0,False
2035,0.0,0.0,0.0,2282242.62,1140.6579311092187,0.0,112.59599999999999,0.0,91.4576988264118,0.0,0.0,34.2336393,0.0,0.6158399999999999,79.8784917,451.656,94.60799999999999,132.0,6.266269655546093,0.0,95.0,1253.2539311092187,890.7159394819579,362.5379916272608,1422.825,0.0,-1060.2870083727394,0.0,0.0,0.0,0.0,-1060.2870083727394,0.0,362.5379916272608,362.5379916272608,362.5379916272608,,66.0,66.0,0.0,0.0,0.0,14.873041168658695,2.8577116533864535,0.816489043824701,0.14288558266932266,135.81708627988047,0.0,79.8784917,0.0,0.0,True
2036,0.0,0.0,0.0,2152476.9,1080.6510181301308,0.0,112.59599999999999,0.0,86.26695333430118,0.0,0.0,32.287153499999995,0.0,0.62688,75.3366915,451.656,94.60799999999999,132.0,5.966235090650654,0.0,95.0,1193.2470181301308,878.7479134249518,314.499104705179,1422.825,0.0,-1108.325895294821,0.0,0.0,0.0,0.0,-1108.325895294821,0.0,314.499104705179,314.499104705179,314.499104705179,,66.0,66.0,0.0,0.0,0.0,14.873041168658695,2.8577116533864535,0.816489043824701,0.14288558266932266,135.81708627988047,0.0,75.3366915,0.0,0.0,True
2037,0.0,0.0,0.0,2152606.26,1089.5501357782287,0.0,112.59599999999999,0.0,86.27189435008002,0.0,0.0,32.2890939,0.0,0.62688,75.34121909999999,451.656,94.60799999999999,132.0,6.010730678891143,0.0,95.0,1202.1461357782287,878.8038180289711,323.3423177492575,1422.825,0.0,-1099.4826822507425,0.0,0.0,0.0,0.0,-1099.4826822507425,0.0,323.3423177492575,323.3423177492575,323.3423177492575,,66.0,66.0,0.0,0.0,0.0,14.873041168658695,2.8577116533864535,0.816489043824701,0.14288558266932266,135.81708627988047,0.0,75.34121909999999,0.0,0.0,True
2038,0.0,0.0,0.0,2357490.45,1207.4699962219916,0.0,112.59599999999999,0.0,94.47208512466558,0.0,0.0,35.36235675,0.0,0.6309,82.51216575,250.92000000000002,94.60799999999999,132.0,6.600329981109958,0.0,95.0,1320.0659962219916,697.1058376057756,622.960158616216,1422.825,0.0,-799.8648413837841,0.0,0.0,0.0,0.0,-799.8648413837841,0.0,622.960158616216,622.960158616216,622.960158616216,,66.0,66.0,0.0,0.0,0.0,14.873041168658695,2.8577116533864535,0.816489043824701,0.14288558266932266,135.81708627988047,0.0,82.51216575,0.0,0.0,True
