draw,capex_mult,delay_years,price_mult,gas_mult,eua_mult,cf_adj,wacc_adj,fom_mult,npv_S1a_smr_cfd,lcoe_S1a_smr_cfd,irr_S1a_smr_cfd,npv_S2_smr_dynamic,lcoe_S2_smr_dynamic,irr_S2_smr_dynamic,npv_S3a_gas_ccgt,lcoe_S3a_gas_ccgt,irr_S3a_gas_ccgt,npv_S3b_gas_ocgt,lcoe_S3b_gas_ocgt,irr_S3b_gas_ocgt
33,0.8332091793210286,1.1665264533617292,1.034442821652757,1.0550845344246647,0.901534497425319,-0.004808967601968063,0.006813126095716401,1.0107301351834237,524.8966854986239,484.9669810978971,0.06019633718080064,-4520.520600986471,621.4279107590195,0.036205903278694454,-1419.3968004582814,828.8594081374445,,-871.9827344237344,1631.6689472465023,
34,0.9130327947871644,0.9279874866358805,1.2094936393095814,0.9465068425238297,0.9682199011533226,-0.01435869900929327,0.013137047530106704,1.0833105937927878,-1317.065809427997,561.9647284581504,0.054564773392194,-4568.835414330992,716.7972660461811,0.04313993923608397,-638.9054036439799,657.5133258461648,0.03931032587423655,-601.1728176523869,1090.09731993411,-0.004050521026548437
35,1.1297533590496895,1.2202768035740714,0.9499357742500107,1.1907562679484704,1.2196602468025366,0.000716443084421637,-0.00030748730662910617,0.9534594755852164,-1030.972784742945,529.4656745498561,0.044794329451334464,-7649.238955638067,697.4993386724735,0.01834881077385104,-2210.057445803047,2506.2595235503695,,-1223.1317866442198,3584.1481469702794,
36,1.2102381428562023,0.3178586677949938,0.9547975372696211,1.0239330278822432,1.1830396555116527,-0.0002867585208961923,0.005731709111720626,1.2490094961440377,-3320.8972858120965,607.8308115461493,0.03913585978070434,-9254.49963024295,785.7956800387527,0.01240756090862719,-2243.492398482334,1759.2364161490714,,-1262.2241321142517,2939.835474200815,
37,1.1164791776266054,1.9244255017262488,0.9275416216663566,1.1426888718823476,1.1061321649515683,0.0008542358971398295,0.0087992445555722,1.158849047426307,-3032.081836738178,615.1979625005367,0.04187532539961669,-8199.861520047627,807.0928394440073,0.013852097570033079,-2184.1597296355353,2208.6109646551076,,-1224.1355502197696,3368.232974966583,
38,0.8872196941357656,0.9516049651802644,1.0669240113414744,0.8907632435864075,0.9310411142176501,0.01678052342445844,-0.0021760181640865014,1.1160050715454235,1811.1809151686527,452.1042742428584,0.05747353115613772,-4220.147880173804,583.229714374088,0.03602973676820949,-1026.683526553414,660.8300696481757,,-770.1367544416747,1216.934221747726,
39,1.2173512729313152,0.7634026446213056,1.0032348326322689,1.0831616259821257,0.7353316004762983,-0.0038679333936881694,-0.0014920535259847593,1.1892689766931506,-2244.0503382056054,566.3700755061747,0.03854457352869877,-8419.337351634016,745.3802931284738,0.01607941458821389,-1732.2108344249398,772.9268356970699,,-1074.7650773049795,1560.7949308955874,
40,0.9563672612093869,2.263141965521688,0.8092842499525573,0.909852900583122,1.0397071972431857,-0.03372051655785831,0.011112229123078427,1.09443144823739,-2153.626245730421,586.1780318979048,0.04689967587207118,-7603.66335342565,764.9298697942878,0.007555573382579147,-2043.40242773174,2012.9409249070056,,-1144.814608282481,3124.7585632590535,
41,1.0948625698277403,0.34384869406270985,1.1760702539556243,1.2920489155614865,1.0330726029145816,-0.0237170669440308,0.00338565392706288,0.9977337664766855,-1323.7844142918389,550.207672434768,0.04681269388195798,-5870.857264166443,711.0845803602601,0.034014008508693704,-1666.4331368812605,1031.632787158731,,-993.8901829872473,1994.845694399275,
42,1.0143308978826981,2.6516437591983153,0.8987824843971484,1.122220320128057,1.0777652447886734,-0.012817966825212482,-0.004577803984172908,0.917420860616256,255.72689346283028,486.01081532368124,0.04665590339948771,-6664.969744052575,652.5234266390827,0.01722170315876823,-2110.5469444205632,2062.339690375386,,-1157.7657390274717,3092.8029043104457,
43,0.7734566612131991,2.105624668727619,0.9480992579589361,0.9530073673586488,0.9612509419733368,0.0031084979586896294,0.005048418498743944,1.2836382871689003,623.1273383319541,478.958627028744,0.05925425307027816,-4844.880473374313,613.8865333396883,0.027563616497530974,-1664.3639613144019,956.1544786100405,,-968.9536483319029,1875.87558045115,
44,0.964625416428899,0.15800834003348027,0.9329024450609548,0.974230911782569,0.8532439708168822,-0.027634622819674732,0.003921659447314535,0.920916210129516,-220.69777197040898,506.69574770179327,0.05266268863011968,-6519.0469165521345,653.6202758581993,0.02237838122421135,-1693.252487670428,887.3924054844524,,-986.4682714371312,1767.288025142439,
45,1.1633309257670448,1.846510189034597,1.1366152244547427,1.0795097406121217,1.1942780999298184,0.021736243914760665,0.0004915712382726079,1.0319302586523753,-1446.7507466653813,550.4170985763748,0.04391864295865275,-6412.793796045908,728.8798957293307,0.02972023338298422,-1765.1972331613197,1031.9647843312857,,-1049.2549421261483,1990.2592470227778,
46,1.0850108093085455,1.6202944425444377,0.9586162267315503,1.0182957959073398,0.8549588395727427,0.013766308786266536,0.00492337685641284,1.2634309991372936,-2175.1921800479136,576.3011802453809,0.0432887497348437,-7640.693337212866,754.8227535083681,0.016683447472696084,-1875.2370441416695,932.0014894439912,,-1100.0134226163266,1874.9495480735834,
47,1.0663097492110603,0.9137479082537583,1.1667142305577818,0.9671890088210799,1.1009414224004983,-0.01951838823474813,-0.007878674686755495,1.3006406980978302,403.6473905339961,497.59420321174366,0.04384846447406827,-5284.72105580934,649.515161316937,0.030289655261114365,-1234.425768020736,756.2845091749647,,-886.6108774015022,1417.3467268828774,
48,0.981362656516625,0.992647654235391,1.0201515251626065,1.0108220223957893,1.153380123169684,0.01405984447440256,-0.004425334148732155,1.364017247785779,671.7377407532038,484.2065208174375,0.04887095428639673,-5872.357314458506,626.2362487302231,0.024569741546478122,-1949.0033370231963,1160.1950012871866,,-1111.329133909286,2192.4925560425127,
49,0.9978624724796735,1.1959175015575723,0.9822347569734554,1.1235728752579102,1.1781233616007831,0.008243927322098107,0.010539134633907904,1.195266099724833,-1855.2206024192321,571.6242512580807,0.04924134837593135,-6846.198856286151,734.9454662129185,0.02285709018639597,-2023.5060537370034,1837.410542536219,,-1140.672967178406,2985.8069948223265,
50,1.2657558526885713,1.2857267244884651,0.9007643831838346,1.1458756128205403,1.0453336841199259,-0.007883562624407488,0.001189887036042588,1.410906728476463,-3888.545231160563,617.9734461131151,0.03305215889023348,-10260.099183260216,810.8982779540496,0.003143723140319931,-2452.3987454890776,2319.985466532957,,-1368.4775895359444,3499.4035986686304,
51,0.9502137489179723,0.901100457070861,0.9113065470236288,1.1002926027931792,0.9245654967065416,0.008564796928772472,-0.004184438149355367,1.2450997424149677,974.6683900657184,470.4959726526386,0.050817673998085094,-6428.912952692759,610.3426358361734,0.01796875359120474,-2053.0962129389454,1416.922867387947,,-1138.87825748026,2418.666380060477,
52,1.3717260702950838,1.4422126202845666,1.0311938725823455,1.305937082651297,0.8651332189954772,-0.016487648386874457,-0.0011524633819703888,0.887141687514029,-3402.0341452797757,600.5093048620623,0.03510460889668686,-9348.975276002257,801.6223647590766,0.01640435769752865,-2169.634401980747,1280.7294452227786,,-1216.9651839533524,2379.111282327907,
53,1.0805190071183661,0.80026026998099,1.1789313629285962,0.7874622470341488,1.0505360410990785,-0.0062618852517191195,-0.0038579895294322437,1.130407137230002,-17.672619434344423,508.5791949787301,0.04606299671885564,-5244.179135395751,664.9751670169126,0.03347778580787132,-530.4340271218491,617.6298356204626,0.03643561962826858,-603.0340452532892,1007.4069995191434,-0.007615260643571252
54,1.0169977696775732,2.2442472799539575,0.9634636529399957,0.8815746187981126,0.9841272746748649,0.01812361236329496,0.00212799806987719,1.268152662410254,-1010.5368629758277,533.4315318448691,0.0467303655678568,-6833.483854640065,697.1554471493943,0.019683232650149023,-1764.1635000572878,870.5062423102598,,-1051.8580207434786,1747.8287800656046,
55,1.047106850625572,0.6227182598476838,1.0561615854835495,1.0095794590870233,0.7841504292048245,0.0010926596516377535,-0.003927540783877809,1.0041923747221153,578.9355031497437,486.09422994761724,0.04875833508335219,-5736.592132172728,637.4349188218812,0.028545561140597656,-1159.6701002369082,664.2792737432163,,-839.0114505347475,1245.1743828587903,
56,1.398220351911032,1.2806568361904809,0.9779332884755936,1.0820833431396826,0.9594391065656229,-0.019817906331957458,-0.00434622754015128,1.2154410134183775,-3957.5546576775814,607.2976054177337,0.030181725097690237,-10495.322905894198,808.9339306643034,0.007869911845675039,-2302.1421661234426,1194.7956180324486,,-1301.7604552396065,2291.0749427245555,
57,1.0825952645501176,0.21456740982785952,1.0235510883317467,0.9441921737148662,0.8775388050748577,0.025304932724658485,0.0015601499358031956,1.11913120632017,-557.907730482088,519.2810224996508,0.04879123480307609,-6742.5143639227135,670.3804268428456,0.025567576167269585,-1464.6147417994307,727.1846794404321,,-955.0005190156326,1419.914641470182,
58,1.1344557719022372,2.0368700752844098,1.1705218683362968,1.1881497187107393,0.9862370114184004,0.015657645677301137,-0.0014381850493139624,1.327891221980994,-1448.391993151301,551.5940294526235,0.04202142224113256,-6214.4992336191835,724.8163400597614,0.029225910178173463,-1579.359049817128,872.1674888262098,,-1007.2570872897893,1704.5471352226773,
59,1.267097429294977,1.610183182160193,1.1412149611167337,1.104631122660472,0.9753060061473695,0.003229329743012089,-0.001311915694014681,0.883152716605329,-2076.6662152915046,567.3473153972185,0.04006299464832566,-7176.0664029649115,759.9654786331995,0.02697955530316362,-1513.6478544373176,818.287161299897,,-978.3714992224457,1584.1564418521918,
60,1.174487252315083,1.4880944329950065,0.9829502023027248,1.0898400666514947,0.9529594213206395,-0.017843586286572996,0.00596039080187738,1.207006827674354,-3312.559813252786,616.3207186191057,0.03895075412634359,-8593.387720794037,803.6575957666837,0.014797098917011168,-2046.9604221386385,1170.2771245262293,,-1170.6948766433688,2254.1623087091575,
61,1.0558613270580397,1.2977128744320567,0.9526003223335018,1.0003777020863704,0.893052741077119,-0.015261708608302595,-0.00251031493469842,1.1241646992010534,-465.56025224537586,512.7148215264206,0.04522025212990335,-7168.855456337213,671.2463187168136,0.01773740983536841,-1864.2024221003005,938.6961639531808,,-1077.277338506001,1859.0165787606702,
62,0.7991037134727746,0.4866932795650981,0.8682029465112304,0.99052249772952,0.9480884004268726,0.002602474722370008,0.002066150068141268,1.4277553876386173,1089.5198141318513,467.20599500837847,0.059136516651268116,-5931.500054893121,589.2701121251323,0.01703187962491888,-1958.2306891401456,1413.3760155544223,,-1097.1261475004349,2423.5287448581794,
63,1.2762003848213772,0.7908345790003964,0.9019215045902789,1.0701417924121996,1.0292218537985465,0.011170966774710911,-0.005319057143705215,1.1005433695066211,-1760.2256721670115,541.3079030971619,0.037458938271856715,-9492.959857460606,720.0677671626037,0.008764455197812392,-2363.4426255290937,1780.599967491703,,-1305.037829130882,2886.6568876703436,
64,1.009194437941103,1.5735861320075948,0.9874960560099613,0.9891140316832616,0.8528480541331274,-0.012349486635716916,-0.003691682980622009,1.0807738276891468,151.75957662959584,494.8670563519794,0.047047781321475045,-6213.770280106721,652.9049508237906,0.022503488406255615,-1597.1194371604952,782.2538603958311,,-975.6742078339968,1559.4175189077357,
65,0.8209246327898657,1.3109934072337794,0.9415010937624749,0.9726549103720196,1.1479644619063665,-0.035226606430220936,-0.004852441342537157,1.1418253783589125,2020.5064353588564,441.152065286349,0.05648848742172843,-4948.440454560106,568.795205308269,0.024875133234313836,-1883.7490162448635,1367.8585257674592,,-1047.2758387598478,2347.1830630124437,
66,1.0271482588666205,2.048096432071321,1.0289884230550692,0.934630578071074,0.9893894370087808,-0.007695049353740602,-0.00015577863823505386,1.0649963587946873,-577.2718155794016,519.9892523093496,0.04693066491908076,-6183.200255497314,684.6730248088608,0.025378107019892994,-1548.180064610475,802.139625875863,,-961.8950234572317,1580.5827535841127,
67,1.063679176722688,0.9983915667692632,1.014600136613206,0.8827050275727338,0.75519138964128,-0.01146973203067956,0.002720906650905972,0.9147827403162656,-964.776315640731,532.6783544245807,0.047767039549527185,-6627.939585719692,697.2318909454391,0.025300527500399406,-1018.806123008265,602.3176245593086,0.004981385831179789,-787.8324776133295,1065.5702161930735,
68,1.181322179627574,1.7888531210046041,0.9035514243237711,0.9702565664868252,0.9128531223438764,0.0034456447609174413,0.00660049613109177,1.3834676276799938,-3766.015692046522,635.1623564876763,0.03670603654930262,-9217.629331234422,834.1154094589999,0.00677855111223947,-2150.907463556972,1173.6264864962307,,-1228.0807894791003,2281.1451396830166,
69,1.2050663350410307,1.7027873120566623,1.1509285836898833,1.1621368308922604,0.9177681667165161,0.01081129680408903,-0.006606837649807233,1.2038707109848694,-872.2202236105321,529.0437394085204,0.039928353128970216,-6522.835683359515,703.6620081750085,0.02661879484262907,-1506.4133997465801,804.2566599071417,,-991.3513485429405,1556.4837758039305,
70,1.123582988454322,0.9746021096912811,1.082901780507082,1.0641311772086335,1.007832609393865,-0.0026421341423638334,0.012219697133971523,0.9130427937165146,-2885.9735637992108,615.7386607361018,0.04605766943633213,-7112.110014610615,799.2730789743262,0.028319574891474082,-1635.509882449909,918.5619969030816,,-995.1763578125774,1819.543549897313,
